show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genre,description
s430,TV Show,Title 430,Director 71,"Actor 72, Actor 343",Australia,13-03-2019,2024,8,1 Seasons,Thriller,This is a description for Title 430
s762,Movie,Title 762,Director 61,"Actor 73, Actor 247",Australia,11-05-2020,2023,8,83 min,Romance,This is a description for Title 762
s66,Movie,Title 66,Director 13,"Actor 73, Actor 251",India,26-12-2019,2020,7,173 min,Romance,This is a description for Title 66
s113,Movie,Title 113,Director 8,"Actor 73, Actor 275",UK,23-01-2010,2024,10,93 min,Thriller,This is a description for Title 113
s635,TV Show,Title 635,Director 82,"Actor 73, Actor 280",USA,13-04-2014,2011,2,2 Seasons,Action,This is a description for Title 635
s754,TV Show,Title 754,Director 85,"Actor 73, Actor 283",USA,18-10-2014,2019,2,5 Seasons,Thriller,This is a description for Title 754
s954,Movie,Title 954,Director 55,"Actor 73, Actor 292",India,09-10-2024,2006,4,150 min,Comedy,This is a description for Title 954
s555,Movie,Title 555,Director 46,"Actor 73, Actor 301",Australia,15-01-2022,2004,6,111 min,Romance,This is a description for Title 555
s967,Movie,Title 967,Director 29,"Actor 73, Actor 309",USA,10-11-2013,2002,3,156 min,Romance,This is a description for Title 967
s471,Movie,Title 471,Director 37,"Actor 73, Actor 320",UK,02-03-2012,2016,4,83 min,Comedy,This is a description for Title 471
s981,Movie,Title 981,Director 62,"Actor 73, Actor 358",Australia,10-06-2019,2016,3,179 min,Comedy,This is a description for Title 981
s514,Movie,Title 514,Director 61,"Actor 73, Actor 400",USA,25-07-2017,2001,1,166 min,Action,This is a description for Title 514
s740,Movie,Title 740,Director 62,"Actor 74, Actor 221",Australia,18-06-2022,2019,7,166 min,Documentary,This is a description for Title 740
s671,Movie,Title 671,Director 88,"Actor 74, Actor 249",India,19-05-2010,2025,10,147 min,Comedy,This is a description for Title 671
s505,TV Show,Title 505,Director 93,"Actor 74, Actor 335",Canada,08-11-2017,2008,8,3 Seasons,Horror,This is a description for Title 505
s371,TV Show,Title 371,Director 6,"Actor 74, Actor 361",India,22-11-2024,2015,1,3 Seasons,Documentary,This is a description for Title 371
s808,TV Show,Title 808,Director 48,"Actor 74, Actor 370",Australia,20-07-2015,2018,8,5 Seasons,Drama,This is a description for Title 808
s53,Movie,Title 53,Director 3,"Actor 74, Actor 400",Canada,15-11-2025,2000,9,159 min,Comedy,This is a description for Title 53
s438,TV Show,Title 438,Director 67,"Actor 75, Actor 206",Australia,03-05-2021,2003,4,2 Seasons,Thriller,This is a description for Title 438
s171,Movie,Title 171,Director 46,"Actor 75, Actor 215",Canada,21-03-2014,2010,6,136 min,Drama,This is a description for Title 171
s668,Movie,Title 668,Director 61,"Actor 75, Actor 234",Canada,21-12-2018,2016,2,81 min,Drama,This is a description for Title 668
s972,TV Show,Title 972,Director 51,"Actor 75, Actor 256",India,20-11-2013,2018,4,5 Seasons,Drama,This is a description for Title 972
s239,Movie,Title 239,Director 97,"Actor 75, Actor 291",USA,26-10-2014,2008,9,84 min,Comedy,This is a description for Title 239
s274,Movie,Title 274,Director 52,"Actor 75, Actor 303",Canada,06-02-2018,2004,3,83 min,Thriller,This is a description for Title 274
s168,Movie,Title 168,Director 66,"Actor 75, Actor 317",Canada,10-08-2012,2015,2,132 min,Action,This is a description for Title 168
s728,Movie,Title 728,Director 5,"Actor 75, Actor 385",India,21-10-2011,2008,6,136 min,Thriller,This is a description for Title 728
s155,TV Show,Title 155,Director 11,"Actor 76, Actor 265",USA,14-02-2017,2006,1,3 Seasons,Action,This is a description for Title 155
s369,TV Show,Title 369,Director 86,"Actor 76, Actor 298",Australia,25-11-2021,2018,6,3 Seasons,Thriller,This is a description for Title 369
s4,TV Show,Title 4,Director 89,"Actor 76, Actor 363",India,28-03-2021,2010,4,1 Seasons,Comedy,This is a description for Title 4
s454,Movie,Title 454,Director 93,"Actor 77, Actor 204",Canada,04-12-2018,2010,9,142 min,Action,This is a description for Title 454
s261,TV Show,Title 261,Director 85,"Actor 77, Actor 232",UK,16-10-2025,2005,4,4 Seasons,Romance,This is a description for Title 261
s526,TV Show,Title 526,Director 78,"Actor 77, Actor 256",UK,01-03-2022,2021,8,4 Seasons,Documentary,This is a description for Title 526
s560,TV Show,Title 560,Director 57,"Actor 77, Actor 264",India,08-12-2023,2018,6,3 Seasons,Thriller,This is a description for Title 560
s385,TV Show,Title 385,Director 86,"Actor 77, Actor 347",USA,07-08-2020,2024,4,5 Seasons,Drama,This is a description for Title 385
s920,Movie,Title 920,Director 8,"Actor 77, Actor 385",UK,11-10-2013,2017,9,159 min,Horror,This is a description for Title 920
s136,TV Show,Title 136,Director 88,"Actor 78, Actor 217",UK,11-10-2023,2001,10,4 Seasons,Romance,This is a description for Title 136
s490,TV Show,Title 490,Director 69,"Actor 78, Actor 232",India,28-07-2012,2016,8,3 Seasons,Romance,This is a description for Title 490
s174,Movie,Title 174,Director 8,"Actor 78, Actor 268",Australia,08-12-2012,2002,8,101 min,Documentary,This is a description for Title 174
s527,TV Show,Title 527,Director 93,"Actor 78, Actor 271",UK,24-02-2018,2010,8,5 Seasons,Action,This is a description for Title 527
s551,Movie,Title 551,Director 78,"Actor 78, Actor 288",India,12-12-2024,2018,8,80 min,Romance,This is a description for Title 551
s102,TV Show,Title 102,Director 44,"Actor 79, Actor 215",Australia,02-11-2015,2018,7,2 Seasons,Thriller,This is a description for Title 102
s230,TV Show,Title 230,Director 76,"Actor 79, Actor 219",Canada,10-03-2015,2016,9,4 Seasons,Comedy,This is a description for Title 230
s434,TV Show,Title 434,Director 52,"Actor 79, Actor 283",India,18-04-2025,2003,9,3 Seasons,Documentary,This is a description for Title 434
s326,TV Show,Title 326,Director 67,"Actor 79, Actor 304",Australia,05-05-2012,2001,2,4 Seasons,Action,This is a description for Title 326
s925,Movie,Title 925,Director 43,"Actor 79, Actor 336",Canada,10-10-2012,2020,4,166 min,Romance,This is a description for Title 925
s58,TV Show,Title 58,Director 28,"Actor 79, Actor 361",UK,08-06-2025,2020,2,2 Seasons,Romance,This is a description for Title 58
s223,TV Show,Title 223,Director 6,"Actor 79, Actor 380",USA,16-12-2012,2000,1,1 Seasons,Horror,This is a description for Title 223
s810,Movie,Title 810,Director 88,"Actor 8, Actor 283",Australia,27-02-2024,2000,1,140 min,Action,This is a description for Title 810
s39,TV Show,Title 39,Director 86,"Actor 8, Actor 291",Canada,04-08-2016,2020,8,2 Seasons,Romance,This is a description for Title 39
s664,Movie,Title 664,Director 40,"Actor 8, Actor 328",Canada,15-06-2016,2011,4,163 min,Drama,This is a description for Title 664
s985,TV Show,Title 985,Director 37,"Actor 8, Actor 330",India,02-07-2025,2021,8,2 Seasons,Thriller,This is a description for Title 985
s923,TV Show,Title 923,Director 61,"Actor 8, Actor 341",UK,03-04-2024,2004,1,1 Seasons,Drama,This is a description for Title 923
s538,Movie,Title 538,Director 9,"Actor 8, Actor 349",UK,01-10-2014,2003,9,87 min,Drama,This is a description for Title 538
s881,TV Show,Title 881,Director 96,"Actor 8, Actor 387",USA,20-09-2013,2019,3,4 Seasons,Comedy,This is a description for Title 881
s958,TV Show,Title 958,Director 38,"Actor 80, Actor 236",India,14-02-2018,2007,4,3 Seasons,Drama,This is a description for Title 958
s147,TV Show,Title 147,Director 2,"Actor 80, Actor 323",UK,11-08-2011,2025,9,4 Seasons,Comedy,This is a description for Title 147
s24,TV Show,Title 24,Director 57,"Actor 80, Actor 378",India,02-08-2023,2008,5,3 Seasons,Drama,This is a description for Title 24
s154,TV Show,Title 154,Director 13,"Actor 81, Actor 231",Canada,12-08-2023,2025,7,1 Seasons,Romance,This is a description for Title 154
s832,TV Show,Title 832,Director 19,"Actor 81, Actor 238",India,09-02-2010,2000,3,4 Seasons,Action,This is a description for Title 832
s971,Movie,Title 971,Director 65,"Actor 81, Actor 253",Canada,05-09-2021,2001,1,157 min,Horror,This is a description for Title 971
s92,TV Show,Title 92,Director 94,"Actor 81, Actor 265",Canada,24-10-2019,2010,8,3 Seasons,Action,This is a description for Title 92
s516,Movie,Title 516,Director 84,"Actor 82, Actor 218",USA,18-09-2020,2010,1,168 min,Action,This is a description for Title 516
s887,Movie,Title 887,Director 48,"Actor 82, Actor 356",Canada,25-08-2010,2023,1,154 min,Horror,This is a description for Title 887
s705,TV Show,Title 705,Director 95,"Actor 83, Actor 220",Australia,01-11-2019,2000,5,4 Seasons,Horror,This is a description for Title 705
s316,Movie,Title 316,Director 28,"Actor 83, Actor 241",India,02-06-2012,2024,9,165 min,Documentary,This is a description for Title 316
s907,TV Show,Title 907,Director 87,"Actor 83, Actor 266",UK,20-10-2020,2021,2,1 Seasons,Romance,This is a description for Title 907
s433,TV Show,Title 433,Director 91,"Actor 83, Actor 273",UK,14-01-2022,2003,8,3 Seasons,Action,This is a description for Title 433
s95,Movie,Title 95,Director 65,"Actor 83, Actor 348",Australia,13-06-2016,2021,4,122 min,Thriller,This is a description for Title 95
s849,Movie,Title 849,Director 16,"Actor 83, Actor 360",UK,27-03-2021,2007,1,150 min,Horror,This is a description for Title 849
s378,Movie,Title 378,Director 84,"Actor 83, Actor 361",UK,12-09-2024,2000,5,137 min,Comedy,This is a description for Title 378
s305,Movie,Title 305,Director 51,"Actor 83, Actor 375",USA,09-03-2013,2004,10,176 min,Horror,This is a description for Title 305
s293,TV Show,Title 293,Director 80,"Actor 84, Actor 239",Canada,03-01-2012,2014,1,4 Seasons,Action,This is a description for Title 293
s520,Movie,Title 520,Director 98,"Actor 84, Actor 300",USA,19-02-2013,2007,2,90 min,Thriller,This is a description for Title 520
s866,Movie,Title 866,Director 13,"Actor 84, Actor 381",USA,09-03-2018,2018,1,94 min,Horror,This is a description for Title 866
s417,Movie,Title 417,Director 3,"Actor 84, Actor 392",Canada,08-03-2021,2017,3,120 min,Thriller,This is a description for Title 417
s782,TV Show,Title 782,Director 68,"Actor 85, Actor 266",Canada,17-11-2020,2022,7,2 Seasons,Horror,This is a description for Title 782
s109,Movie,Title 109,Director 18,"Actor 85, Actor 278",Australia,21-11-2025,2021,3,125 min,Drama,This is a description for Title 109
s121,TV Show,Title 121,Director 35,"Actor 85, Actor 295",India,20-11-2014,2005,1,2 Seasons,Comedy,This is a description for Title 121
s677,Movie,Title 677,Director 98,"Actor 85, Actor 320",Australia,23-02-2012,2011,10,128 min,Thriller,This is a description for Title 677
s400,TV Show,Title 400,Director 26,"Actor 85, Actor 325",USA,01-10-2020,2009,9,2 Seasons,Comedy,This is a description for Title 400
s297,TV Show,Title 297,Director 19,"Actor 86, Actor 282",Canada,26-08-2017,2016,4,2 Seasons,Action,This is a description for Title 297
s267,Movie,Title 267,Director 90,"Actor 86, Actor 359",India,26-10-2017,2003,4,174 min,Action,This is a description for Title 267
s736,Movie,Title 736,Director 97,"Actor 87, Actor 255",India,25-11-2013,2011,4,150 min,Thriller,This is a description for Title 736
s725,TV Show,Title 725,Director 100,"Actor 87, Actor 258",USA,21-01-2014,2005,6,3 Seasons,Comedy,This is a description for Title 725
s472,TV Show,Title 472,Director 75,"Actor 87, Actor 301",Canada,10-06-2019,2004,2,3 Seasons,Drama,This is a description for Title 472
s703,TV Show,Title 703,Director 57,"Actor 87, Actor 366",USA,21-07-2025,2013,8,3 Seasons,Action,This is a description for Title 703
s862,Movie,Title 862,Director 30,"Actor 87, Actor 379",USA,27-02-2018,2011,6,103 min,Drama,This is a description for Title 862
s281,TV Show,Title 281,Director 12,"Actor 88, Actor 230",Australia,07-07-2015,2024,6,3 Seasons,Drama,This is a description for Title 281
s140,Movie,Title 140,Director 45,"Actor 88, Actor 291",Australia,07-06-2025,2024,1,169 min,Thriller,This is a description for Title 140
s841,Movie,Title 841,Director 95,"Actor 88, Actor 300",USA,17-02-2025,2001,5,138 min,Drama,This is a description for Title 841
s104,Movie,Title 104,Director 27,"Actor 88, Actor 305",Australia,26-02-2021,2013,8,160 min,Horror,This is a description for Title 104
s631,TV Show,Title 631,Director 68,"Actor 88, Actor 309",USA,26-11-2012,2023,3,1 Seasons,Comedy,This is a description for Title 631
s717,TV Show,Title 717,Director 8,"Actor 88, Actor 328",UK,12-12-2011,2011,4,1 Seasons,Horror,This is a description for Title 717
s491,TV Show,Title 491,Director 17,"Actor 88, Actor 346",Canada,06-11-2020,2007,5,5 Seasons,Action,This is a description for Title 491
s604,TV Show,Title 604,Director 83,"Actor 88, Actor 396",Australia,01-09-2012,2011,9,4 Seasons,Romance,This is a description for Title 604
s182,TV Show,Title 182,Director 39,"Actor 89, Actor 202",USA,20-10-2016,2005,9,5 Seasons,Drama,This is a description for Title 182
s869,Movie,Title 869,Director 38,"Actor 89, Actor 212",India,20-08-2023,2016,10,129 min,Action,This is a description for Title 869
s300,TV Show,Title 300,Director 37,"Actor 89, Actor 335",Canada,08-04-2016,2005,1,2 Seasons,Documentary,This is a description for Title 300
s591,TV Show,Title 591,Director 53,"Actor 89, Actor 336",Canada,23-06-2024,2002,4,5 Seasons,Thriller,This is a description for Title 591
s163,Movie,Title 163,Director 87,"Actor 89, Actor 356",USA,27-06-2020,2019,6,87 min,Comedy,This is a description for Title 163
s724,TV Show,Title 724,Director 14,"Actor 89, Actor 381",Australia,03-08-2013,2017,9,1 Seasons,Thriller,This is a description for Title 724
s894,Movie,Title 894,Director 87,"Actor 89, Actor 399",Canada,01-08-2018,2001,1,118 min,Horror,This is a description for Title 894
s670,TV Show,Title 670,Director 43,"Actor 9, Actor 262",India,10-07-2011,2000,10,3 Seasons,Horror,This is a description for Title 670
s654,Movie,Title 654,Director 63,"Actor 9, Actor 277",Canada,20-08-2022,2023,1,151 min,Documentary,This is a description for Title 654
s788,TV Show,Title 788,Director 68,"Actor 9, Actor 332",USA,16-06-2020,2025,2,1 Seasons,Horror,This is a description for Title 788
s864,Movie,Title 864,Director 3,"Actor 90, Actor 243",Canada,28-02-2018,2004,9,176 min,Documentary,This is a description for Title 864
s279,Movie,Title 279,Director 97,"Actor 90, Actor 321",USA,06-11-2015,2009,3,178 min,Action,This is a description for Title 279
s976,TV Show,Title 976,Director 97,"Actor 90, Actor 332",USA,24-01-2018,2024,3,4 Seasons,Thriller,This is a description for Title 976
s523,TV Show,Title 523,Director 13,"Actor 91, Actor 234",Canada,28-12-2017,2002,8,5 Seasons,Thriller,This is a description for Title 523
s197,Movie,Title 197,Director 14,"Actor 91, Actor 263",Australia,17-05-2021,2003,5,121 min,Drama,This is a description for Title 197
s336,Movie,Title 336,Director 43,"Actor 91, Actor 305",USA,05-01-2013,2010,2,153 min,Action,This is a description for Title 336
s310,TV Show,Title 310,Director 89,"Actor 91, Actor 349",Australia,19-03-2016,2024,6,3 Seasons,Documentary,This is a description for Title 310
s510,Movie,Title 510,Director 33,"Actor 92, Actor 263",Australia,20-11-2020,2015,7,135 min,Romance,This is a description for Title 510
s225,Movie,Title 225,Director 32,"Actor 92, Actor 301",Australia,28-07-2020,2006,10,98 min,Thriller,This is a description for Title 225
s487,Movie,Title 487,Director 59,"Actor 92, Actor 377",Canada,08-12-2016,2003,10,113 min,Drama,This is a description for Title 487
s562,TV Show,Title 562,Director 89,"Actor 93, Actor 262",India,11-11-2016,2003,3,2 Seasons,Drama,This is a description for Title 562
s111,TV Show,Title 111,Director 37,"Actor 93, Actor 308",India,06-04-2018,2003,5,5 Seasons,Romance,This is a description for Title 111
s125,Movie,Title 125,Director 60,"Actor 93, Actor 333",Canada,25-08-2025,2021,3,152 min,Comedy,This is a description for Title 125
s888,Movie,Title 888,Director 3,"Actor 93, Actor 368",India,06-07-2014,2016,4,145 min,Comedy,This is a description for Title 888
s742,TV Show,Title 742,Director 87,"Actor 94, Actor 240",USA,21-01-2011,2019,10,2 Seasons,Romance,This is a description for Title 742
s380,Movie,Title 380,Director 70,"Actor 94, Actor 399",Australia,03-11-2025,2003,6,80 min,Romance,This is a description for Title 380
s817,Movie,Title 817,Director 1,"Actor 94, Actor 399",Australia,05-09-2017,2006,2,149 min,Drama,This is a description for Title 817
s94,Movie,Title 94,Director 93,"Actor 95, Actor 207",India,12-02-2025,2018,4,105 min,Thriller,This is a description for Title 94
s614,Movie,Title 614,Director 63,"Actor 95, Actor 231",UK,22-08-2013,2002,9,140 min,Action,This is a description for Title 614
s598,Movie,Title 598,Director 92,"Actor 95, Actor 239",India,11-05-2016,2001,4,80 min,Comedy,This is a description for Title 598
s309,Movie,Title 309,Director 17,"Actor 95, Actor 307",India,07-03-2014,2025,8,105 min,Romance,This is a description for Title 309
s74,TV Show,Title 74,Director 97,"Actor 95, Actor 382",India,23-08-2017,2025,4,1 Seasons,Romance,This is a description for Title 74
s311,Movie,Title 311,Director 68,"Actor 95, Actor 394",India,05-08-2020,2014,7,83 min,Drama,This is a description for Title 311
s960,Movie,Title 960,Director 32,"Actor 96, Actor 222",India,10-03-2021,2023,6,114 min,Comedy,This is a description for Title 960
s269,Movie,Title 269,Director 86,"Actor 96, Actor 252",India,21-09-2021,2002,6,135 min,Thriller,This is a description for Title 269
s914,Movie,Title 914,Director 100,"Actor 96, Actor 260",UK,12-05-2024,2007,1,125 min,Thriller,This is a description for Title 914
s710,Movie,Title 710,Director 38,"Actor 96, Actor 308",Canada,17-09-2022,2012,6,112 min,Romance,This is a description for Title 710
s815,TV Show,Title 815,Director 3,"Actor 96, Actor 355",USA,12-10-2017,2014,1,2 Seasons,Thriller,This is a description for Title 815
s787,TV Show,Title 787,Director 85,"Actor 96, Actor 362",Canada,02-03-2017,2018,2,3 Seasons,Drama,This is a description for Title 787
s321,Movie,Title 321,Director 41,"Actor 97, Actor 203",UK,12-05-2021,2003,9,149 min,Horror,This is a description for Title 321
s943,Movie,Title 943,Director 29,"Actor 97, Actor 332",Canada,10-04-2020,2014,10,115 min,Horror,This is a description for Title 943
s194,Movie,Title 194,Director 42,"Actor 97, Actor 334",Australia,17-08-2014,2024,8,153 min,Comedy,This is a description for Title 194
s702,TV Show,Title 702,Director 41,"Actor 97, Actor 335",Australia,16-10-2015,2011,7,5 Seasons,Romance,This is a description for Title 702
s228,TV Show,Title 228,Director 19,"Actor 97, Actor 337",UK,19-09-2021,2007,4,4 Seasons,Romance,This is a description for Title 228
s565,Movie,Title 565,Director 81,"Actor 97, Actor 352",Canada,21-03-2010,2012,5,143 min,Action,This is a description for Title 565
s266,TV Show,Title 266,Director 99,"Actor 97, Actor 384",Australia,12-03-2016,2014,1,2 Seasons,Comedy,This is a description for Title 266
s443,Movie,Title 443,Director 97,"Actor 98, Actor 302",Canada,06-03-2010,2009,3,174 min,Romance,This is a description for Title 443
s59,TV Show,Title 59,Director 81,"Actor 98, Actor 359",Australia,26-12-2016,2021,6,4 Seasons,Thriller,This is a description for Title 59
s219,TV Show,Title 219,Director 13,"Actor 99, Actor 214",UK,19-11-2013,2001,7,2 Seasons,Romance,This is a description for Title 219
s938,Movie,Title 938,Director 43,"Actor 99, Actor 259",UK,24-08-2011,2008,6,131 min,Drama,This is a description for Title 938
s793,TV Show,Title 793,Director 55,"Actor 99, Actor 336",Canada,02-11-2020,2010,10,2 Seasons,Horror,This is a description for Title 793
s260,TV Show,Title 260,Director 27,"Actor 99, Actor 384",India,18-12-2019,2014,2,3 Seasons,Action,This is a description for Title 260
